Category,Linnean Name,English Name,Most Recent Date,Notes
"Hymenoptera (Ants, Wasps & Bees):",Ophion pteridis,an Ichneumon Fly,1995-07-16,"common parasitoid of Noctuidae: Hadeninae larvae that feed on low plants, apparently especially those feeding on seed pods of Campanula."
"Hymenoptera (Ants, Wasps & Bees):",Lindenius albilabris,Sphecid Solitary Wasp,1995-07-12,: 6 holes in bare path through anthills W. of road
"Hymenoptera (Ants, Wasps & Bees):",Nysson spinosus,Lge Spurred Digger wasp,1995-07-12,: ♀ exploring roadside ditch
Hemiptera (Bugs):,Adelphocoris lineolatus,Lucerne plantbug,1995-07-07,Feed on Meadow Vetchling & Clovers
Coleoptera (beetles):,Mycetophagus quadripustulatus,,1995-06-28,
Trichoptera (Caddis Flies):,Agapetus fuscipes,,1995-06-27,Breeds in fast-flowing streams with stony beds
"Hymenoptera (Ants, Wasps & Bees):",Ophion perkinsi,an Ichneumon Fly,1995-06-26,"rarely collected, no rearing records."
Odonata (dragonflies & Damselflies):,Platycnemis pennipes,White-legged Damselfly,1995-06-25,: mating pair.  Vulnerable to pollution
Diptera (Flies):,Volucella pellucens,a Hoverfly,1995-06-25,(Heath).   1st: 1979 at Leasey Bridge
Hemiptera (Bugs):,Oncopsis carpini,(Homopteran Bug),1995-06-24,(house)
Diptera (Flies):,Anisopus punctatus,Window midge,1995-06-23,.
Diptera (Flies):,Tabanidae,Horse Flies,1995-06-22,
Coleoptera (beetles):,Helophorus brevipalpis,,1995-06-20,
Coleoptera (beetles):,Laccobius bipunctatus,,1995-06-20,
Snails & Slugs (Stylommatophora):,?Candidula intersecta?,,1995-06-20,(6 in garden)
Snails & Slugs (Stylommatophora):,Cepaea hortensis,White-lipped snail,1995-06-20,(2 in garden)
Ephemoptera (Mayflies):,Caenis horaria,,1995-06-19,95 June
Diptera (Flies):,Rhipidia uniseriata,Cranefly,1995-06-15,Feeds on dead wood.  Not often seen.
"Hymenoptera (Ants, Wasps & Bees):",Tryphon trochanteratus,an Ichneumon Fly,1995-05-27,"common and widespread, larvae are ectoparasitoids of the larvae of sawflies"
"Hymenoptera (Ants, Wasps & Bees):",Aleiodes pictus?,an Ichneumon Fly,1995-05-26,"Oviposits into Lepidoptera larvae (typically Noctuidae, Arctiidae, other hairy caterpillars, etc.) and mummify the hosts into a hardened shell."
"Hymenoptera (Ants, Wasps & Bees):",Dusona sp.,Ichneumon Flies,1995-05-26,Endoparasitoids of exposed Lepidoptera larvae.
Trichoptera (Caddis Flies):,Rhycacophila dorsalis,Sand Fly,1995-05-24,Regionally notable  Running water
Diptera (Flies):,Leucophora obtusa,,1995-05-24,
Hemiptera (Bugs):,Cercopis vulnerata,Red-and-black Froghopper,1995-05-22,June 18th & 28th
Diptera (Flies):,Chrysotoxum spp.,Hoverflies,1995-05-22,(Heath)
Diptera (Flies):,Leucophora personata (Anthomyiidae),,1995-05-22,♀
Diptera (Flies):,Tipula fascipennis?,Cranefly,1995-05-22,(garden)
"Hymenoptera (Ants, Wasps & Bees):",Andrena barbilabris,a Mining bee,1995-05-22,(Heath)
"Hymenoptera (Ants, Wasps & Bees):",Andrena saundersella,a Mining bee,1995-05-22,-26th (Heath)
"Hymenoptera (Ants, Wasps & Bees):",Andricus fecundator,Artichoke Gall Wasp,1995-05-22,(Heath)
"Hymenoptera (Ants, Wasps & Bees):",Arachnospila spissa,a Spider-hunting wasp,1995-05-22,"-26; bare wall, ditch W of road. Nationally local"
"Hymenoptera (Ants, Wasps & Bees):",Nomada goodeniana,Gooden's Nomad Bee,1995-05-22,Reputed to be a parasite of Andrena nitida
"Hymenoptera (Ants, Wasps & Bees):",Sphecodes gibbus,The Humped Sphecodes,1995-05-22,(Heath). Widespread. Cleptoparasite of Lasioglossum bees
Coleoptera (beetles):,Orchestes alni,,1995-05-22,HERTS RARE
Diptera (Flies):,Platytoma cinerascens,,1995-05-18,
Coleoptera (beetles):,Phyllobius spp.,,1995-05-15,
Diptera (Flies):,Pentapedilum sordens?,,1995-05-09,(trap)
Diptera (Flies):,Pyrophaena granditarsa,a Hoverfly,1995-05-07,(garden).  First record 1979
Coleoptera (beetles):,Anotylus spp.,,1995-05-06,daylight
Coleoptera (beetles):,Bitoma crenata,,1995-05-06,"Old woodland species; under bark, dead trees"
Diptera (Flies):,Psychodidae spp.,,1995-05-02,(trap)
"Hymenoptera (Ants, Wasps & Bees):",?Leptopygus spp.,Ichneumon Flies,1995-05-02,(trap)
"Hymenoptera (Ants, Wasps & Bees):",Tersilochinae spp.,Ichneumon Flies,1995-05-02,
"Hymenoptera (Ants, Wasps & Bees):",Diadegma sp.,Ichneumon Flies,1995-05-01,"Many species, all are endoparasitoids of small Lepidptera larvae, with a host range centred around leaf-rollers and miners."
Diptera (Flies):,Pericoma fuliginosa?,Owl Midge,1995-04-15,(house)
Diptera (Flies):,Chironomus annularis,Non-biting Midge,1995-04-09,(2). Also known as Chironomus plumosus
Coleoptera (beetles):,Amara tibialis,,1995-04-08,
Diptera (Flies):,Calliphora vomitoria,Bluebottle,1995-04-05,
Coleoptera (beetles):,Agriotes lineatus,(click beetle),1995-03-25,(trap)
Snails & Slugs (Stylommatophora):,Arion ater,,1995-01-08,June 14th (Heath)
Coleoptera (beetles):,????Mononychus punctumalbum,,1994-11-20,UV
Diptera (Flies):,Orthellia cornicina?,,1994-09-12,
Trichoptera (Caddis Flies):,Limnephilus rhombicus,,1994-09-03,Very common near still water
Diptera (Flies):,Helophilus trivittatus,a Hoverfly,1994-08-07,"Scarce, 2nd Herts. record"
Diptera (Flies):,Scaeva selenitica?,a Hoverfly,1994-08-07,on Heath
"Hymenoptera (Ants, Wasps & Bees):",?Ichneumon suspiciosus,an Ichneumon Fly,1994-07-21,Seen during transect on Heath
Hemiptera (Bugs):,Phylus coryli,,1994-07-20,"Feeds on hazel, greenfly & small insects"
Diptera (Flies):,Urophora stylata,,1994-07-20,
"Hymenoptera (Ants, Wasps & Bees):",Campoplex sp.,Ichneumon Flies,1994-07-20,Endoparasitoids of Lepidoptera larvae
"Hymenoptera (Ants, Wasps & Bees):",Ectemnius cavifrons,a Digger Wasp,1994-07-20,
Trichoptera (Caddis Flies):,Limnephilus affinus,,1994-07-07,
Diptera (Flies):,Tabanus bovinus?,,1994-07-02,: 5 seen on Heath
Coleoptera (beetles):,Quedius spp.,,1994-07-02,
Coleoptera (beetles):,Agapanthia villosoviridescens,,1994-05-28,
Snails & Slugs (Stylommatophora):,Milax budapestensis,,1993-10-31,
Diptera (Flies):,Palloptera modesta,,1993-09-13,
Odonata (dragonflies & Damselflies):,?Aeshna juncea,?Common Hawker,1993-09-01,"Common and widely distributed, often in woods and moors"
Hemiptera (Bugs):,Corixa punctata,Lesser Water Boatman,1993-08-15,
Diptera (Flies):,Volucella bombylans,a Hoverfly,1993-07-22,Larvae are scavengers and predators in nests of social wasps
Snails & Slugs (Stylommatophora):,?Trichia hispida (possibly plebeia),,1993-05-23,
Snails & Slugs (Stylommatophora):,?Cochlicopa lubrica (possibly lubricella),,1993-05-19,
Trichoptera (Caddis Flies):,Sericostoma personatum,Welshman's Button,1993-05-17,Breeds in streams
Diptera (Flies):,Tipula varipennis,Cranefly,1993-05-17,
Coleoptera (beetles):,Apion aeneum,,1993-05-15,
Snails & Slugs (Stylommatophora):,Arion subfuscus,,1993-05-15,
Snails & Slugs (Stylommatophora):,Cernuella virgata,,1993-05-15,
Snails & Slugs (Stylommatophora):,Deroceras reticulatum,Grey Field Slug,1993-05-15,
Coleoptera (beetles):,Pterostichus nigrita,Ground beetle,1993-05-09,
"Hymenoptera (Ants, Wasps & Bees):",Myrmica ruginodis,a red Ant,1992-09-19,92 Sep.
"Hymenoptera (Ants, Wasps & Bees):",Myrmica scabrinodis,Red Ant,1992-09-19,"Carniverous; attacks, stings & captures other insects"
"Hymenoptera (Ants, Wasps & Bees):",Uroceras gigas,Greater Horntail,1992-08-02,Widespread on conifers
Odonata (dragonflies & Damselflies):,?Anax imperator,?Emperor dragonfly,1989-08-18,Fairly common.  Attacks other dragonflies as well as
Diptera (Flies):,Simulium equinum,,1977-09-17,"(larvae & pupae, reared adults)"
Diptera (Flies):,Simulium ornatum,,1977-09-17,(pupae)
Annelida (Segmented worms),Lumbricus terrestris,Earthworm,,Seen every year 1976 - 2021
Collembola (Springtails),Jordanathrix nr superba,Globular Springtail,,2020 November
Hemiptera (Bugs):,Aleyrodes proletella,Cabbage Whitefly,,1977-2011 at least
Hemiptera (Bugs):,Aphis fabae,Black Bean Aphid,,1980-2010 or so
Hemiptera (Bugs):,Deraeocoris olivaceus,a mirid bug,,Arrived in Herts c. 2000.  Was very rare.  On Hawthorn
Hemiptera (Bugs):,Heterotoma merioptera,,,Abundant on rank vegetation.  Predators of aphids.  
Hemiptera (Bugs):,?Philaenus spumarius,?Common Froghopper,,"On woody & herbaceous plants; Larvae in frothy ""cuckoo-spit"""
Hemiptera (Bugs):,Stenodema calcaratum,Grass bug,,Feeds on flowers and unripe seeds of grasses
Thysanoptera (Thrips):,Kakothrips pisivorus,Pea Thrips,,2011 or so
Siphonaptera (fleas):,Spilopsyllus cuniculi,Rabbit Flea,,Fri Jun 24 00:00:00 BST 2005
Siphonaptera (fleas):,Ctenocephalides felis,Cat flea,,Sat Jun 25 00:00:00 BST 2005
Neuroptera (Lacewings & Snake flies):,Cunctochrysa albolineata,,,2006 Sep.1st. Widespread & common near deciduous trees. 
Neuroptera (Lacewings & Snake flies):,Sympherobius pellucidus,,,Using Killington 1936 & Fraser 1959.  Restricted to conifers
Trichoptera (Caddis Flies):,Limnephilus flavicornis,,,1996.  Breeds in small ponds
Diptera (Flies):,Cheilosia albitarsis,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Cheilosia griseiventris,a Hoverfly,,Uncommon.  First recorded in U.K. early 1980s.  
Diptera (Flies):,Cheilosia honesta,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Cheilosia illustrata,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Cheilosia proxima,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Cheilosia variabilis,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Cheilosia vernalis,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Chetostoma curvinerve,,,"Rare, increasing and moving north.  Only Herts. record"
Diptera (Flies):,Chrysogaster hirtella,a Hoverfly,,Aquatic larvae. Recorded 1979 at Leasey Bridge
Diptera (Flies):,Chrysotoxum verralli,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Ctenophora pectinicornis,,,2014 7th June ♀
Diptera (Flies):,Dilophus febrilis,Fever fly,,2003  April 17th
Diptera (Flies):,Eristalis intricarius,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Legogaster metallina,a Hoverfly,,Recorded 1979 at Leasey Bridge.  Declining Nationally
Diptera (Flies):,Musca domestica,House Fly,,2020 approx. 
Diptera (Flies):,Neoascia meticulosa,a Hoverfly,,Recorded 1979 at Leasey Bridge. Declining Nationally. 
Diptera (Flies):,Neoascia tenur,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Oedalia apicalis,Dance Fly,,NS NATIONALLY SCARCE species of old woodland. Threats: removal of dead & dying trees.
Diptera (Flies):,Orthonevra splendens,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Parhelophilus frutetorum,a Hoverfly,,Declining Nationally.  Recorded 1979 at Leasey Bridge
Diptera (Flies):,Platycheirus ambiguus,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Platycheirus fulviventris,a Hoverfly,,Declining Nationally. Recorded 1979 at Leasey Bridge
Diptera (Flies):,Scellus notatus (Dolichopodidae),,,♀ 1995 May 22nd dry grassland 
Diptera (Flies):,Sceptonia fumipes,,,2005 8-9th October  ♂ in Malaise trap
Diptera (Flies):,Simulium angustipes,,,1973 August.  (larvae)
Diptera (Flies):,Syritta pipiens,a Hoverfly,,Recorded 1979 at Leasey Bridge
Diptera (Flies):,Syrphus vitripennis,a Hoverfly,,Recorded 1979 at Leasey Bridge
"Hymenoptera (Ants, Wasps & Bees):",Andrena fucata,a Mining bee,,♂ 1995 May 22-26th (Heath).  Nationally local
"Hymenoptera (Ants, Wasps & Bees):",Anoplius nigerrimus,a  Spider-hunting wasp,,"2016 10th ♂.  Found in dry grassland, scrub."
"Hymenoptera (Ants, Wasps & Bees):",Bombus subterraneus,Short-haired Humble-bee,,Unconfirmed. Probably extinct in the U.K.
"Hymenoptera (Ants, Wasps & Bees):",Bombus terrestris,Buff-tailed Bumble Bee,, 2020 April 24th  Very common.  Nests in deep holes
"Hymenoptera (Ants, Wasps & Bees):",Lasius niger,Common Black Ant,,2005Aug. 7th.  Queen on 1998 August 8th.  Abundant in SE England.
"Hymenoptera (Ants, Wasps & Bees):",Microgastrinae sp.,Ichneumon Flies,,2004 or 2003 endoparasitoids of Lepidoptera larvae
"Hymenoptera (Ants, Wasps & Bees):",Netelia (Bessobates) cristata,an Ichneumon Fly,,"1996 July 1st  common ectoparasitoid of Lepidoptera larvae(mostly Noctuidae)
"
"Hymenoptera (Ants, Wasps & Bees):",Phradis sp.,Ichneumon Flies,,"2003  a few species in Britain, some have been reared from larvae of Meligethes (beetles)"
"Hymenoptera (Ants, Wasps & Bees):",Tenthredo zona,a Sawfly,,Also caterpillar on Hypericum; adult sawfly taken
"Hymenoptera (Ants, Wasps & Bees):",Tenthredopsis tessellata,a Sawfly,,♀ 1995 May 22nd (Heath)
"Hymenoptera (Ants, Wasps & Bees):",Zele chlorophthalmus,Braconid ,,malaise trap
Coleoptera (beetles):,Badister bipustulatus,,,Found in house.  Species of open deciduous woods.  
Coleoptera (beetles):,Badister bullatus,,,Found in house.  Species of open deciduous woods.  
Coleoptera (beetles):,Byrrhus pilula,Pill beetle,,MV
Coleoptera (beetles):,Cantharis figurata,Soldier beetle,,First since 1954.  4th county record.  HERTS RARE
Coleoptera (beetles):,Crioceris asparagi,Asparagus Beetle,,1997 on asparagus in vegetable garden
Coleoptera (beetles):,Curculio glandium,Acorn Weevil,,"2020 Aug.18th. Oak specialist, larvae develop in acorns."
Coleoptera (beetles):,Eutheia schaumii,,,Occurs in dead plant matter. Nationally Notable species 1st Herts record since 1943  
Coleoptera (beetles):,Meligethes bidens,,,3rd Herts record; 2nd since 1900. Feeds on Wild Basil; Local in UK
Coleoptera (beetles):,Oedemera lurida,,,"2005 Aug.3rd.  Larvae develop in rotting wood, adult eats pollen"
Coleoptera (beetles):,Sitophilus granarius,Grain Weevil,,
Coleoptera (beetles):,Soronia grisea,,,HERTS RARE
Diplopoda (millipedes):,?Tachypodoiulus niger?,,,"Trap:  1995 March 26th, 30th, 31st(2)."
Isopoda (Woodlice):,Platiarthrus hoffmannseggii,Ant Woodlouse,,1992 on anthills. Common in ant nests; lives on pellets from ants
Opiliones (Harvestmen),?Phalangium opilio,"""Harvestman""",,
